+0.0000000000    +0.5924659585    -0.0947343455    +0.1913417162    +1.0000000000    +0.4174197128    +0.3535533906    +1.2552931065   
+0.8660254038    +0.4619397663    +1.3194792169    +1.1827865776    +0.5000000000    +1.1827865776    +1.3194792169    +0.4619397663   
+0.8660254038    +1.2552931065    +0.3535533906    +0.4174197128    +1.0000000000    +0.1913417162    -0.0947343455    +0.5924659585   
-0.0000000000    -0.5924659585    +0.0947343455    -0.1913417162    -1.0000000000    -0.4174197128    -0.3535533906    -1.2552931065   
-0.8660254038    -0.4619397663    -1.3194792169    -1.1827865776    -0.5000000000    -1.1827865776    -1.3194792169    -0.4619397663   
-0.8660254038    -1.2552931065    -0.3535533906    -0.4174197128    -1.0000000000    -0.1913417162    +0.0947343455    -0.5924659585   
+0.0000000000    +0.5924659585    -0.0947343455    +0.1913417162    +1.0000000000    +0.4174197128    +0.3535533906    +1.2552931065   
+0.8660254038    +0.4619397663    +1.3194792169    +1.1827865776    +0.5000000000    +1.1827865776    +1.3194792169    +0.4619397663   
+0.8660254038    +1.2552931065    +0.3535533906    +0.4174197128    +1.0000000000    +0.1913417162    -0.0947343455    +0.5924659585   
+0.0000000000    -0.5924659585    +0.0947343455    -0.1913417162    -1.0000000000    -0.4174197128    -0.3535533906    -1.2552931065   
-0.8660254038    -0.4619397663    -1.3194792169    -1.1827865776    -0.5000000000    -1.1827865776    -1.3194792169    -0.4619397663   
-0.8660254038    -1.2552931065    -0.3535533906    -0.4174197128    -1.0000000000    -0.1913417162    +0.0947343455    -0.5924659585   
+0.0000000000    +0.5924659585    -0.0947343455    +0.1913417162    +1.0000000000    +0.4174197128    +0.3535533906    +1.2552931065   
+0.8660254038    +0.4619397663    +1.3194792169    +1.1827865776    +0.5000000000    +1.1827865776    +1.3194792169    +0.4619397663   
+0.8660254038    +1.2552931065    +0.3535533906    +0.4174197128    +1.0000000000    +0.1913417162    -0.0947343455    +0.5924659585   
+0.0000000000    -0.5924659585    +0.0947343455    -0.1913417162    -1.0000000000    -0.4174197128    -0.3535533906    -1.2552931065   
-0.8660254038    -0.4619397663    -1.3194792169    -1.1827865776    -0.5000000000    -1.1827865776    -1.3194792169    -0.4619397663   
-0.8660254038    -1.2552931065    -0.3535533906    -0.4174197128    -1.0000000000    -0.1913417162    +0.0947343455    -0.5924659585   
-0.0000000000    +0.5924659585    -0.0947343455    +0.1913417162    +1.0000000000    +0.4174197128    +0.3535533906    +1.2552931065   
+0.8660254038    +0.4619397663    +1.3194792169    +1.1827865776    +0.5000000000    +1.1827865776    +1.3194792169    +0.4619397663   
+0.8660254038    +1.2552931065    +0.3535533906    +0.4174197128    +1.0000000000    +0.1913417162    -0.0947343455    +0.5924659585   
-0.0000000000    -0.5924659585    +0.0947343455    -0.1913417162    -1.0000000000    -0.4174197128    -0.3535533906    -1.2552931065   
-0.8660254038    -0.4619397663    -1.3194792169    -1.1827865776    -0.5000000000    -1.1827865776    -1.3194792169    -0.4619397663   
-0.8660254038    -1.2552931065    -0.3535533906    -0.4174197128    -1.0000000000    -0.1913417162    +0.0947343455    -0.5924659585   
+0.0000000000    +0.5924659585    -0.0947343455    +0.1913417162    +1.0000000000    +0.4174197128    +0.3535533906    +1.2552931065   
+0.8660254038    +0.4619397663    +1.3194792169    +1.1827865776    +0.5000000000    +1.1827865776    +1.3194792169    +0.4619397663   
+0.8660254038    +1.2552931065    +0.3535533906    +0.4174197128    +1.0000000000    +0.1913417162    -0.0947343455    +0.5924659585   
+0.0000000000    -0.5924659585    +0.0947343455    -0.1913417162    -1.0000000000    -0.4174197128    -0.3535533906    -1.2552931065   
-0.8660254038    -0.4619397663    -1.3194792169    -1.1827865776    -0.5000000000    -1.1827865776    -1.3194792169    -0.4619397663   
-0.8660254038    -1.2552931065    -0.3535533906    -0.4174197128    -1.0000000000    -0.1913417162    +0.0947343455    -0.5924659585   
-0.0000000000    +0.5924659585    -0.0947343455    +0.1913417162    +1.0000000000    +0.4174197128    +0.3535533906    +1.2552931065   
+0.8660254038    +0.4619397663    +1.3194792169    +1.1827865776    +0.5000000000    +1.1827865776    +1.3194792169    +0.4619397663   
+0.8660254038    +1.2552931065    +0.3535533906    +0.4174197128    +1.0000000000    +0.1913417162    -0.0947343455    +0.5924659585   
+0.0000000000    -0.5924659585    +0.0947343455    -0.1913417162    -1.0000000000    -0.4174197128    -0.3535533906    -1.2552931065   
-0.8660254038    -0.4619397663    -1.3194792169    -1.1827865776    -0.5000000000    -1.1827865776    -1.3194792169    -0.4619397663   
-0.8660254038    -1.2552931065    -0.3535533906    -0.4174197128    -1.0000000000    -0.1913417162    +0.0947343455    -0.5924659585   
-0.0000000000    +0.5924659585    -0.0947343455    +0.1913417162    +1.0000000000    +0.4174197128    +0.3535533906    +1.2552931065   
+0.8660254038    +0.4619397663    +1.3194792169    +1.1827865776    +0.5000000000    +1.1827865776    +1.3194792169    +0.4619397663   
+0.8660254038    +1.2552931065    +0.3535533906    +0.4174197128    +1.0000000000    +0.1913417162    -0.0947343455    +0.5924659585   
+0.0000000000    -0.5924659585    +0.0947343455    -0.1913417162    -1.0000000000    -0.4174197128    -0.3535533906    -1.2552931065


